tournament_name,team_a,team_a_score,team_a_player_1,team_a_player_1_tuh,team_a_player_1_powers,team_a_player_1_gets,team_a_player_1_negs,team_a_player_2,team_a_player_2_tuh,team_a_player_2_powers,team_a_player_2_gets,team_a_player_2_negs,team_a_player_3,team_a_player_3_tuh,team_a_player_3_powers,team_a_player_3_gets,team_a_player_3_negs,team_a_player_4,team_a_player_4_tuh,team_a_player_4_powers,team_a_player_4_gets,team_a_player_4_negs,team_b,team_b_score,team_b_player_1,team_b_player_1_tuh,team_b_player_1_powers,team_b_player_1_gets,team_b_player_1_negs,team_b_player_2,team_b_player_2_tuh,team_b_player_2_powers,team_b_player_2_gets,team_b_player_2_negs,team_b_player_3,team_b_player_3_tuh,team_b_player_3_powers,team_b_player_3_gets,team_b_player_3_negs,team_b_player_4,team_b_player_4_tuh,team_b_player_4_powers,team_b_player_4_gets,team_b_player_4_negs
ACF Regionals 2024,McGill B,55,Nabhaan Farooqi (UG),20,0,2,3,Henry Olsen (UG),20,0,1,0,Elena Bai (UG),20,0,0,0,Devito Stevanus (DII),20,0,0,0,Waterloo A,400,Michael Du (UG),20,0,6,1,Mattias Ehatamm (UG),20,0,3,0,Liam Kusalik (UG),20,0,3,1,Jared He (UG),20,0,4,0
ACF Regionals 2024,Toronto B,390,Wenying Wu (UG),20,0,4,0,Raymond Chen,20,0,3,0,Kunaal Chandrashekar (DII),20,0,4,0,Albert Li (UG),20,0,4,0,Carleton A,60,Stuart Chandler-Bass (DII),20,0,0,0,Stefan Mihai (UG),20,0,1,0,Kevin Le,20,0,2,0,Kevin Anderson,20,0,0,0
ACF Regionals 2024,Toronto C,50,Sarah Khan (UG),20,0,0,2,Raymond Bhushan (UG),20,0,2,2,Marcus Forbes-Green,20,0,0,0,Joey Sun (UG),20,0,2,0,McGill A,395,Sam Baker,20,0,1,0,Nicolas Edwards (UG),20,0,5,1,Asha Basu (DII),20,0,4,0,Jet Dong (UG),20,0,5,0
ACF Regionals 2024,Toronto A,530,Tony Chen,20,0,2,0,Sky Li,20,0,5,1,Gareth Thorlakson,20,0,0,1,Benjamin Chapman (UG),20,0,10,0,Ottawa B,20,Jason Rothfritsch,20,0,0,0,Ilyas Jaffer (UG),20,0,0,2,Anastacia Healey (DII),20,0,1,0,None,0,0,0,0
ACF Regionals 2024,McGill B,110,Nabhaan Farooqi (UG),20,0,2,0,Henry Olsen (UG),20,0,1,0,Elena Bai (UG),20,0,1,0,Devito Stevanus (DII),20,0,1,0,Waterloo B,295,Tomas Jakovac,20,0,2,1,Rayton Lin (UG),20,0,3,3,Micah Colman (DII),20,0,4,0,Caleb Ott (DII),20,0,4,1
ACF Regionals 2024,Ottawa A,235,Stefan Vlad (DII),20,0,5,0,Ishan Joshi (UG),20,0,7,0,Ian Theysmeyer (UG),20,0,0,0,David Gayowsky,20,0,0,1,Carleton A,130,Valerie Brown (UG),20,0,0,2,Stefan Mihai (UG),20,0,0,2,Nicolaus Derikx (UG),20,0,1,0,Kevin Anderson,20,0,7,0
ACF Regionals 2024,Toronto C,60,Sarah Khan (UG),20,0,0,0,Raymond Bhushan (UG),20,0,1,0,Marcus Forbes-Green,20,0,2,0,Joey Sun (UG),20,0,1,0,Waterloo A,400,Michael Du (UG),20,0,2,1,Mattias Ehatamm (UG),20,0,2,0,Liam Kusalik (UG),20,0,4,1,Jared He (UG),20,0,7,0
ACF Regionals 2024,Toronto B,210,Wenying Wu (UG),20,0,1,0,Raymond Chen,20,0,2,2,Kunaal Chandrashekar (DII),20,0,0,0,Albert Li (UG),20,0,5,0,Toronto A,330,Tony Chen,20,0,2,1,Sky Li,20,0,5,1,Gareth Thorlakson,20,0,1,0,Benjamin Chapman (UG),20,0,4,0
ACF Regionals 2024,McGill A,205,Sam Baker,20,0,2,0,Nicolas Edwards (UG),20,0,1,1,Asha Basu (DII),20,0,1,0,Jet Dong (UG),20,0,6,0,Toronto D,180,Yihong Chen (DII),20,0,0,0,Franklin Wu (DII),20,0,5,0,Ben Wismath (UG),20,0,4,0,None,0,0,0,0
ACF Regionals 2024,McGill B,85,Nabhaan Farooqi (UG),20,0,1,5,Henry Olsen (UG),20,0,2,0,Elena Bai (UG),20,0,2,0,Devito Stevanus (DII),20,0,0,0,Carleton A,250,Valerie Brown (UG),20,0,1,0,Stuart Chandler-Bass (DII),20,0,1,0,Kevin Le,20,0,5,0,Kevin Anderson,20,0,3,0
ACF Regionals 2024,Waterloo B,220,Tomas Jakovac,20,0,0,0,Rayton Lin (UG),20,0,2,1,Micah Colman (DII),20,0,2,1,Caleb Ott (DII),20,0,5,2,Toronto C,130,Sarah Khan (UG),20,0,0,1,Raymond Bhushan (UG),20,0,2,0,Marcus Forbes-Green,20,0,3,0,Joey Sun (UG),20,0,2,1
ACF Regionals 2024,Ottawa A,135,Stefan Vlad (DII),20,0,2,1,Ishan Joshi (UG),20,0,3,0,Ian Theysmeyer (UG),20,0,1,0,David Gayowsky,20,0,1,0,Toronto A,320,Tony Chen,20,0,5,1,Sky Li,20,0,1,1,Gareth Thorlakson,20,0,3,0,Benjamin Chapman (UG),20,0,3,4
ACF Regionals 2024,Toronto D,145,Yihong Chen (DII),20,0,2,0,Franklin Wu (DII),20,0,2,1,Ben Wismath (UG),20,0,3,2,None,0,0,0,0,Waterloo A,305,Michael Du (UG),20,0,5,1,Mattias Ehatamm (UG),20,0,3,0,Liam Kusalik (UG),20,0,1,1,Jared He (UG),20,0,2,1
ACF Regionals 2024,Toronto B,370,Wenying Wu (UG),20,0,2,0,Raymond Chen,20,0,5,2,Kunaal Chandrashekar (DII),20,0,3,0,Albert Li (UG),20,0,5,0,Ottawa B,45,Jason Rothfritsch,20,0,2,2,Ilyas Jaffer (UG),20,0,0,1,Anastacia Healey (DII),20,0,1,0,None,0,0,0,0
ACF Regionals 2024,Toronto C,265,Sarah Khan (UG),20,0,4,1,Raymond Bhushan (UG),20,0,0,0,Marcus Forbes-Green,20,0,5,1,Joey Sun (UG),20,0,4,1,Carleton A,65,Valerie Brown (UG),20,0,0,0,Stuart Chandler-Bass (DII),20,0,1,0,Nicolaus Derikx (UG),20,0,0,1,Kevin Anderson,20,0,2,0
ACF Regionals 2024,McGill B,70,Nabhaan Farooqi (UG),20,0,0,0,Henry Olsen (UG),20,0,3,0,Elena Bai (UG),20,0,0,0,Devito Stevanus (DII),20,0,1,0,Toronto A,480,Tony Chen,20,0,3,0,Sky Li,20,0,6,0,Gareth Thorlakson,20,0,2,2,Benjamin Chapman (UG),20,0,5,0
ACF Regionals 2024,Waterloo B,385,Tomas Jakovac,20,0,0,0,Rayton Lin (UG),20,0,1,0,Micah Colman (DII),20,0,5,1,Caleb Ott (DII),20,0,8,0,Toronto D,80,Yihong Chen (DII),20,0,1,0,Franklin Wu (DII),20,0,2,0,Ben Wismath (UG),20,0,1,0,None,0,0,0,0
ACF Regionals 2024,Ottawa B,170,Jason Rothfritsch,20,0,5,2,Ilyas Jaffer (UG),20,0,2,0,Anastacia Healey (DII),20,0,2,0,None,0,0,0,0,Ottawa A,120,Stefan Vlad (DII),20,0,2,0,Ishan Joshi (UG),20,0,7,1,Ian Theysmeyer (UG),20,0,0,1,David Gayowsky,20,0,0,2
ACF Regionals 2024,McGill A,190,Sam Baker,20,0,2,0,Nicolas Edwards (UG),20,0,3,1,Asha Basu (DII),20,0,0,0,Jet Dong (UG),20,0,3,1,Waterloo A,330,Michael Du (UG),20,0,4,1,Mattias Ehatamm (UG),20,0,4,2,Liam Kusalik (UG),20,0,3,0,Jared He (UG),20,0,1,1
ACF Regionals 2024,Toronto C,80,Sarah Khan (UG),20,0,2,0,Raymond Bhushan (UG),20,0,0,1,Marcus Forbes-Green,20,0,1,1,Joey Sun (UG),20,0,1,0,Toronto A,445,Tony Chen,20,0,3,1,Sky Li,20,0,3,1,Gareth Thorlakson,20,0,2,1,Benjamin Chapman (UG),20,0,7,0
ACF Regionals 2024,Toronto D,75,Yihong Chen (DII),20,0,1,1,Franklin Wu (DII),20,0,0,1,Ben Wismath (UG),20,0,4,1,None,0,0,0,0,Carleton A,270,Valerie Brown (UG),20,0,3,0,Nicolaus Derikx (UG),20,0,0,0,Kevin Le,20,0,7,0,Kevin Anderson,20,0,2,0
ACF Regionals 2024,Ottawa B,45,Jason Rothfritsch,20,0,1,1,Ilyas Jaffer (UG),20,0,1,1,Anastacia Healey (DII),20,0,1,1,None,0,0,0,0,McGill B,230,Nabhaan Farooqi (UG),20,0,2,1,Henry Olsen (UG),20,0,6,1,Elena Bai (UG),20,0,1,0,Devito Stevanus (DII),20,0,2,2
ACF Regionals 2024,McGill A,260,Sam Baker,20,0,1,0,Nicolas Edwards (UG),20,0,4,0,Asha Basu (DII),20,0,0,0,Jet Dong (UG),20,0,5,0,Waterloo B,200,Tomas Jakovac,20,0,0,0,Rayton Lin (UG),20,0,1,0,Micah Colman (DII),20,0,3,1,Caleb Ott (DII),20,0,5,1
ACF Regionals 2024,Ottawa A,80,Stefan Vlad (DII),20,0,2,0,Ishan Joshi (UG),20,0,2,3,Ian Theysmeyer (UG),20,0,0,0,David Gayowsky,20,0,0,1,Toronto B,375,Wenying Wu (UG),20,0,3,1,Raymond Chen,20,0,4,0,Kunaal Chandrashekar (DII),20,0,3,0,Albert Li (UG),20,0,4,2
ACF Regionals 2024,Toronto D,100,Yihong Chen (DII),20,0,0,0,Franklin Wu (DII),20,0,1,0,Ben Wismath (UG),20,0,4,0,None,0,0,0,0,Toronto A,400,Tony Chen,20,0,1,1,Sky Li,20,0,3,0,Gareth Thorlakson,20,0,6,0,Benjamin Chapman (UG),20,0,4,3
ACF Regionals 2024,Toronto C,200,Sarah Khan (UG),20,0,2,2,Raymond Bhushan (UG),20,0,2,2,Marcus Forbes-Green,20,0,2,0,Joey Sun (UG),20,0,3,2,Ottawa B,170,Jason Rothfritsch,20,0,5,2,Ilyas Jaffer (UG),20,0,3,0,Anastacia Healey (DII),20,0,0,0,None,0,0,0,0
ACF Regionals 2024,McGill A,275,Sam Baker,20,0,3,0,Nicolas Edwards (UG),20,0,0,1,Asha Basu (DII),20,0,3,0,Jet Dong (UG),20,0,4,0,Carleton A,150,Stuart Chandler-Bass (DII),20,0,1,0,Stefan Mihai (UG),20,0,0,0,Kevin Le,20,0,3,0,Kevin Anderson,20,0,4,0
ACF Regionals 2024,Toronto B,335,Wenying Wu (UG),20,0,2,1,Raymond Chen,20,0,6,1,Kunaal Chandrashekar (DII),20,0,0,0,Albert Li (UG),20,0,5,3,McGill B,115,Nabhaan Farooqi (UG),20,0,2,0,Henry Olsen (UG),20,0,1,0,Elena Bai (UG),20,0,0,0,Devito Stevanus (DII),20,0,2,1
ACF Regionals 2024,Waterloo A,325,Michael Du (UG),20,0,1,2,Mattias Ehatamm (UG),20,0,4,1,Liam Kusalik (UG),20,0,4,0,Jared He (UG),20,0,3,0,Waterloo B,205,Tomas Jakovac,20,0,3,1,Rayton Lin (UG),20,0,0,0,Micah Colman (DII),20,0,2,0,Caleb Ott (DII),20,0,3,0
ACF Regionals 2024,Toronto D,295,Yihong Chen (DII),20,0,0,1,Franklin Wu (DII),20,0,5,0,Ben Wismath (UG),20,0,9,0,None,0,0,0,0,Ottawa B,60,Jason Rothfritsch,20,0,1,1,Ilyas Jaffer (UG),20,0,1,1,Anastacia Healey (DII),20,0,2,0,None,0,0,0,0
ACF Regionals 2024,McGill A,65,Sam Baker,20,0,0,1,Nicolas Edwards (UG),20,0,0,1,Asha Basu (DII),20,0,0,1,Jet Dong (UG),20,0,3,0,Toronto A,505,Tony Chen,20,0,4,0,Sky Li,20,0,3,0,Gareth Thorlakson,20,0,5,0,Benjamin Chapman (UG),20,0,5,1
ACF Regionals 2024,Toronto B,320,Wenying Wu (UG),20,0,0,2,Raymond Chen,20,0,6,0,Kunaal Chandrashekar (DII),20,0,2,0,Albert Li (UG),20,0,4,0,Toronto C,185,Sarah Khan (UG),20,0,3,0,Raymond Bhushan (UG),20,0,1,0,Marcus Forbes-Green,20,0,1,0,Joey Sun (UG),20,0,3,1
ACF Regionals 2024,Carleton A,80,Valerie Brown (UG),20,0,0,0,Nicolaus Derikx (UG),20,0,0,0,Kevin Le,20,0,3,0,Kevin Anderson,20,0,1,0,Waterloo A,405,Michael Du (UG),20,0,2,0,Mattias Ehatamm (UG),20,0,8,1,Liam Kusalik (UG),20,0,3,1,Jared He (UG),20,0,3,1
ACF Regionals 2024,Ottawa A,175,Stefan Vlad (DII),20,0,2,0,Ishan Joshi (UG),20,0,5,1,Ian Theysmeyer (UG),20,0,1,0,David Gayowsky,20,0,2,0,McGill B,170,Nabhaan Farooqi (UG),20,0,2,0,Henry Olsen (UG),20,0,2,1,Elena Bai (UG),20,0,5,1,Devito Stevanus (DII),20,0,0,0
ACF Regionals 2024,McGill A,300,Sam Baker,20,0,4,0,Nicolas Edwards (UG),20,0,3,1,Asha Basu (DII),20,0,1,0,Jet Dong (UG),20,0,4,1,Ottawa B,75,Jason Rothfritsch,20,0,4,3,Ilyas Jaffer (UG),20,0,1,0,Anastacia Healey (DII),20,0,0,0,None,0,0,0,0
ACF Regionals 2024,Toronto D,140,Yihong Chen (DII),20,0,2,0,Franklin Wu (DII),20,0,2,0,Ben Wismath (UG),20,0,3,0,None,0,0,0,0,Toronto B,350,Wenying Wu (UG),20,0,2,0,Raymond Chen,20,0,4,2,Kunaal Chandrashekar (DII),20,0,2,0,Albert Li (UG),20,0,5,2
ACF Regionals 2024,Waterloo A,240,Michael Du (UG),20,0,3,1,Mattias Ehatamm (UG),20,0,3,1,Liam Kusalik (UG),20,0,2,0,Jared He (UG),20,0,0,0,Toronto A,345,Tony Chen,20,0,2,1,Sky Li,20,0,6,0,Gareth Thorlakson,20,0,4,1,Benjamin Chapman (UG),20,0,0,1
ACF Regionals 2024,Toronto C,145,Sarah Khan (UG),20,0,2,0,Raymond Bhushan (UG),20,0,2,0,Marcus Forbes-Green,20,0,1,1,Joey Sun (UG),20,0,1,2,Ottawa A,180,Stefan Vlad (DII),20,0,0,0,Ishan Joshi (UG),20,0,7,2,Ian Theysmeyer (UG),20,0,0,0,David Gayowsky,20,0,1,0
ACF Regionals 2024,Waterloo B,350,Tomas Jakovac,20,0,3,1,Rayton Lin (UG),20,0,1,0,Micah Colman (DII),20,0,1,2,Caleb Ott (DII),20,0,8,1,Carleton A,55,Valerie Brown (UG),20,0,0,0,Stuart Chandler-Bass (DII),20,0,1,0,Stefan Mihai (UG),20,0,0,0,Kevin Le,20,0,2,1
ACF Regionals 2024,McGill A,155,Sam Baker,20,0,0,0,Nicolas Edwards (UG),20,0,0,0,Asha Basu (DII),20,0,3,0,Jet Dong (UG),20,0,3,1,Toronto B,345,Wenying Wu (UG),20,0,6,0,Raymond Chen,20,0,4,0,Kunaal Chandrashekar (DII),20,0,1,0,Albert Li (UG),20,0,2,1
ACF Regionals 2024,Waterloo A,505,Michael Du (UG),20,0,3,0,Mattias Ehatamm (UG),20,0,7,0,Liam Kusalik (UG),20,0,4,0,Jared He (UG),20,0,3,1,Ottawa B,40,Jason Rothfritsch,20,0,1,0,Ilyas Jaffer (UG),20,0,1,0,Anastacia Healey (DII),20,0,0,0,None,0,0,0,0
ACF Regionals 2024,Ottawa A,230,Stefan Vlad (DII),20,0,2,0,Ishan Joshi (UG),20,0,6,2,Ian Theysmeyer (UG),20,0,1,0,David Gayowsky,20,0,2,0,Toronto D,170,Yihong Chen (DII),20,0,0,0,Franklin Wu (DII),20,0,3,1,Ben Wismath (UG),20,0,4,1,None,0,0,0,0
ACF Regionals 2024,Toronto A,355,Tony Chen,20,0,3,0,Sky Li,20,0,4,1,Gareth Thorlakson,20,0,1,0,Benjamin Chapman (UG),20,0,4,0,Waterloo B,200,Tomas Jakovac,20,0,3,0,Rayton Lin (UG),20,0,0,0,Micah Colman (DII),20,0,2,0,Caleb Ott (DII),20,0,3,2
ACF Regionals 2024,McGill B,100,Nabhaan Farooqi (UG),20,0,1,1,Henry Olsen (UG),20,0,1,1,Elena Bai (UG),20,0,3,0,Devito Stevanus (DII),20,0,1,0,Toronto C,270,Sarah Khan (UG),20,0,2,1,Raymond Bhushan (UG),20,0,5,0,Marcus Forbes-Green,20,0,2,0,Joey Sun (UG),20,0,2,1
ACF Regionals 2024,Waterloo A,255,Michael Du (UG),20,0,0,1,Mattias Ehatamm (UG),20,0,2,1,Liam Kusalik (UG),20,0,2,0,Jared He (UG),20,0,5,1,Toronto B,300,Wenying Wu (UG),20,0,3,0,Raymond Chen,20,0,4,0,Kunaal Chandrashekar (DII),20,0,3,0,Albert Li (UG),20,0,1,0
ACF Regionals 2024,McGill A,325,Sam Baker,20,0,0,1,Nicolas Edwards (UG),20,0,4,0,Asha Basu (DII),20,0,2,0,Jet Dong (UG),20,0,7,0,Ottawa A,135,Stefan Vlad (DII),20,0,0,1,Ishan Joshi (UG),20,0,5,4,Ian Theysmeyer (UG),20,0,1,0,David Gayowsky,20,0,1,0
ACF Regionals 2024,Ottawa B,55,Jason Rothfritsch,20,0,1,4,Ilyas Jaffer (UG),20,0,2,1,Anastacia Healey (DII),20,0,1,0,None,0,0,0,0,Waterloo B,395,Tomas Jakovac,20,0,2,1,Rayton Lin (UG),20,0,2,1,Micah Colman (DII),20,0,1,1,Caleb Ott (DII),20,0,10,0
ACF Regionals 2024,Toronto D,265,Yihong Chen (DII),20,0,4,0,Franklin Wu (DII),20,0,3,0,Ben Wismath (UG),20,0,4,1,None,0,0,0,0,McGill B,135,Nabhaan Farooqi (UG),20,0,1,1,Henry Olsen (UG),20,0,2,0,Elena Bai (UG),20,0,3,0,Devito Stevanus (DII),20,0,0,0
ACF Regionals 2024,Toronto A,415,Tony Chen,20,0,5,0,Sky Li,20,0,5,1,Gareth Thorlakson,20,0,2,0,Benjamin Chapman (UG),20,0,3,2,Carleton A,75,Valerie Brown (UG),10,0,1,0,Stuart Chandler-Bass (DII),20,0,0,0,Stefan Mihai (UG),10,0,0,0,Nicolaus Derikx (UG),10,0,1,0
ACF Regionals 2024,Toronto A,355,Benjamin Chapman (UG),20,0,4,0,Gareth Thorlakson,20,0,3,0,Sky Li,20,0,5,1,Tony Chen,20,0,1,0,Toronto B,155,Albert Li (UG),20,0,0,0,Kunaal Chandrashekar (DII),20,0,3,0,Raymond Chen,20,0,4,0,Wenying Wu (UG),20,0,0,1
ILLIAC,Toronto Pls,295,Parth Jagtap,20,0,3,4,Jason Zhang,20,0,2,2,Albert Li,20,1,4,0,None,0,0,0,0,Ottawa,195,Stefan Vlad,20,0,0,0,Martine Lajeunesse,20,0,0,0,Ishan Joshi,20,0,2,1,Gabrielle Clark,20,1,4,1
ILLIAC,Waterloo Basic,440,Rayton Lin,20,0,2,1,Micah Colman,20,0,2,1,Caleb Ott,20,3,7,1,None,0,0,0,0,Iowa,125,Roan Dowling,20,0,6,1,Charles Schmelzer,20,0,0,0,None,0,0,0,0,None,0,0,0,0
ILLIAC,Toronto LLP,480,Tony Chen,20,2,2,0,Gareth Thorlakson,20,3,2,2,Benjamin Chapman,20,1,5,2,None,0,0,0,0,Toronto Thx,125,Yihong Chen,20,1,1,0,Kunaal Chandrashekar,20,0,2,0,Franklin Wu,20,0,1,0,Banff Gu,20,0,0,0
ILLIAC,Waterloo Cloze,415,Michael Du,20,0,3,1,Mattias Ehatamm,20,1,2,0,Jared He,20,1,3,0,Dawson Teu,20,0,1,0,McGill,245,Sam Baker,20,1,2,0,Max Gross,15,1,1,0,Devito Stevanus,20,0,1,1,Asha Basu,20,2,1,0
ILLIAC,UBC,305,William Dawson,20,1,3,2,Russell Nip,20,0,6,1,Matthew Wang,20,0,0,0,Justin Qian,20,2,0,1,TAMU,160,Seth Webb,20,0,3,0,Dwight Solano,20,2,1,0,None,0,0,0,0,None,0,0,0,0
ILLIAC,Toronto Many Normal Human Relationships Many,425,Wenying Wu,20,0,0,0,Sky Li,20,1,7,0,Raymond Chen,20,3,2,3,Joey Sun,20,0,0,0,Toronto Transit Commission,115,Marcus Forbes-Green,20,1,2,0,Imtiaz Kidwai,20,0,0,0,Athan Juritsch,20,0,1,0,Abhi Nair,20,0,2,0
ILLIAC,Ottawa,240,Stefan Vlad,20,0,1,1,Martine Lajeunesse,20,0,0,0,Ishan Joshi,20,2,2,1,Gabrielle Clark,20,0,4,0,Iowa,195,Roan Dowling,20,2,6,3,Charles Schmelzer,20,0,1,0,None,0,0,0,0,None,0,0,0,0
ILLIAC,Toronto Pls,315,Parth Jagtap,20,1,7,4,Jason Zhang,20,0,1,0,Albert Li,20,0,3,2,None,0,0,0,0,Toronto Thx,175,Yihong Chen,20,0,3,1,Kunaal Chandrashekar,20,0,3,0,Franklin Wu,20,0,1,0,Banff Gu,20,0,0,0
ILLIAC,Toronto LLP,315,Tony Chen,20,0,2,1,Gareth Thorlakson,20,1,3,1,Benjamin Chapman,20,2,2,0,None,0,0,0,0,Waterloo Basic,300,Rayton Lin,20,0,1,1,Micah Colman,20,1,1,0,Caleb Ott,20,2,5,0,None,0,0,0,0
ILLIAC,TAMU,110,Seth Webb,20,1,2,4,Dwight Solano,20,1,1,0,None,0,0,0,0,None,0,0,0,0,McGill,330,Sam Baker,20,0,8,1,Max Gross,20,0,1,0,Devito Stevanus,20,0,1,1,Asha Basu,20,0,3,0
ILLIAC,Waterloo Cloze,410,Michael Du,20,0,6,0,Mattias Ehatamm,20,2,1,1,Jared He,20,2,3,3,Dawson Teu,20,0,0,0,Toronto Transit Commission,110,Marcus Forbes-Green,20,0,4,0,Imtiaz Kidwai,20,0,0,0,Athan Juritsch,20,0,0,0,Abhi Nair,20,0,1,0
ILLIAC,Toronto Many Normal Human Relationships Many,425,Wenying Wu,20,1,1,0,Sky Li,20,1,5,0,Raymond Chen,20,2,3,0,Joey Sun,20,0,0,1,UBC,190,William Dawson,20,2,3,0,Russell Nip,20,1,1,1,Matthew Wang,20,0,0,0,Justin Qian,20,0,0,0
ILLIAC,Iowa,140,Roan Dowling,20,2,2,0,Charles Schmelzer,20,0,1,0,None,0,0,0,0,None,0,0,0,0,Toronto LLP,425,Tony Chen,20,1,2,0,Gareth Thorlakson,20,0,5,2,Benjamin Chapman,20,1,5,1,None,0,0,0,0
ILLIAC,Toronto Thx,300,Yihong Chen,20,0,2,0,Kunaal Chandrashekar,20,1,5,0,Franklin Wu,20,2,2,1,Banff Gu,20,0,1,0,Ottawa,80,Stefan Vlad,20,0,0,1,Martine Lajeunesse,20,0,0,0,Ishan Joshi,20,0,3,5,Gabrielle Clark,20,0,2,0
ILLIAC,Toronto Pls,280,Parth Jagtap,20,0,4,2,Jason Zhang,20,0,3,1,Albert Li,20,2,1,1,None,0,0,0,0,Waterloo Basic,305,Xavier Spano,20,1,0,0,Rayton Lin,20,0,0,0,Micah Colman,20,2,1,0,Caleb Ott,20,2,4,2
ILLIAC,Toronto Many Normal Human Relationships Many,390,Wenying Wu,20,0,4,1,Sky Li,20,1,1,2,Raymond Chen,20,1,2,2,Joey Sun,20,1,3,0,TAMU,170,Seth Webb,20,0,3,1,Dwight Solano,20,1,2,0,None,0,0,0,0,None,0,0,0,0
ILLIAC,McGill,340,Sam Baker,20,1,6,1,Max Gross,20,1,0,0,Devito Stevanus,20,1,1,1,Asha Basu,20,0,3,1,Toronto Transit Commission,120,Marcus Forbes-Green,20,0,4,1,Imtiaz Kidwai,20,0,0,0,Athan Juritsch,20,0,0,1,Abhi Nair,20,0,1,0
ILLIAC,UBC,200,William Dawson,20,1,2,0,Russell Nip,20,0,3,0,Matthew Wang,20,0,1,1,Justin Qian,20,0,0,0,Waterloo Cloze,385,Michael Du,20,2,1,0,Mattias Ehatamm,20,1,5,2,Jared He,20,3,1,1,Dawson Teu,20,0,0,0
ILLIAC,Toronto LLP,420,Tony Chen,20,5,1,2,Gareth Thorlakson,20,2,1,1,Benjamin Chapman,20,1,2,1,None,0,0,0,0,Toronto Pls,240,Parth Jagtap,20,1,2,0,Jason Zhang,20,1,1,0,Albert Li,20,2,1,0,None,0,0,0,0
ILLIAC,Ottawa,170,Stefan Vlad,20,1,0,0,Martine Lajeunesse,20,0,0,1,Ishan Joshi,20,1,3,2,Gabrielle Clark,20,1,1,0,Waterloo Basic,365,Xavier Spano,20,0,2,0,Rayton Lin,20,0,1,0,Micah Colman,20,1,2,2,Caleb Ott,20,1,6,1
ILLIAC,Iowa,215,Roan Dowling,20,4,5,1,Charles Schmelzer,20,0,0,0,None,0,0,0,0,None,0,0,0,0,Toronto Thx,210,Yihong Chen,20,1,1,0,Kunaal Chandrashekar,20,0,6,0,Franklin Wu,20,0,0,1,Banff Gu,20,0,1,0
ILLIAC,Waterloo Cloze,235,Michael Du,20,1,2,0,Mattias Ehatamm,20,0,0,2,Jared He,20,2,2,1,Dawson Teu,20,1,0,0,Toronto Many Normal Human Relationships Many,365,Wenying Wu,20,0,0,0,Sky Li,20,2,6,1,Raymond Chen,20,1,3,0,Joey Sun,20,0,0,1
ILLIAC,UBC,430,William Dawson,20,4,2,0,Russell Nip,20,1,3,0,Matthew Wang,20,0,1,0,Justin Qian,20,1,2,0,McGill,150,Sam Baker,20,1,4,0,Max Gross,20,0,0,1,Devito Stevanus,20,0,0,0,Asha Basu,20,0,1,0
ILLIAC,Toronto Transit Commission,150,Marcus Forbes-Green,20,0,4,0,Imtiaz Kidwai,20,0,1,0,Athan Juritsch,20,0,2,0,Abhi Nair,20,0,0,0,TAMU,240,Seth Webb,20,0,0,0,Dwight Solano,20,2,8,2,None,0,0,0,0,None,0,0,0,0
ILLIAC,Toronto Thx,190,Yihong Chen,20,0,1,1,Kunaal Chandrashekar,20,1,4,0,Franklin Wu,20,0,2,0,Banff Gu,20,0,0,0,Waterloo Basic,340,Xavier Spano,20,1,1,0,Rayton Lin,20,0,0,0,Micah Colman,20,1,0,0,Caleb Ott,20,3,5,1
ILLIAC,Toronto LLP,455,Tony Chen,20,0,4,1,Gareth Thorlakson,20,1,1,0,Benjamin Chapman,20,4,5,1,None,0,0,0,0,Ottawa,90,Stefan Vlad,20,0,0,0,Martine Lajeunesse,20,0,0,0,Ishan Joshi,20,1,3,2,Gabrielle Clark,20,0,0,1
ILLIAC,Iowa,60,Roan Dowling,20,1,2,3,Charles Schmelzer,20,0,0,0,None,0,0,0,0,None,0,0,0,0,Toronto Pls,470,Parth Jagtap,20,3,5,0,Jason Zhang,20,1,3,0,Albert Li,20,2,2,0,None,0,0,0,0
ILLIAC,UBC,305,William Dawson,20,2,2,1,Russell Nip,20,0,6,2,Matthew Wang,20,0,1,1,Justin Qian,20,1,0,0,Toronto Transit Commission,140,Marcus Forbes-Green,20,1,2,0,Imtiaz Kidwai,20,0,0,0,Athan Juritsch,20,0,3,0,Abhi Nair,20,0,1,1
ILLIAC,McGill,145,Sam Baker,20,0,2,0,Max Gross,20,0,0,0,Devito Stevanus,20,0,1,1,Asha Basu,20,0,2,0,Toronto Many Normal Human Relationships Many,475,Wenying Wu,20,3,2,0,Sky Li,20,0,4,0,Raymond Chen,20,2,2,1,Joey Sun,20,0,2,1
ILLIAC,Waterloo Cloze,495,Michael Du,20,1,3,2,Mattias Ehatamm,20,3,3,0,Jared He,20,3,2,0,Dawson Teu,20,0,1,0,TAMU,100,Seth Webb,20,0,2,1,Dwight Solano,20,1,1,0,None,0,0,0,0,None,0,0,0,0
ILLIAC,Waterloo Cloze,85,Michael Du,20,1,0,1,Mattias Ehatamm,20,0,1,2,Jared He,20,1,0,1,Dawson Teu,20,0,1,1,Toronto Many Normal Human Relationships Many,570,Wenying Wu,20,0,1,0,Sky Li,20,4,5,0,Raymond Chen,20,3,2,0,Joey Sun,20,1,0,0
